Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1880-08,-0.03404566,-0.3737291,0.3056378
1880-09,-0.26947105,-0.5704626,0.03152044
1880-10,-0.36147296,-0.5974895,-0.12545641
1880-11,-0.21603334,-0.42698166,-0.005085004
1880-12,-0.15095991,-0.37915897,0.07723917
1881-01,-0.19497035,-0.38487718,-0.0050635203
1881-02,-0.12905559,-0.32203844,0.06392727
1881-03,-0.11708527,-0.33404258,0.09987205
1881-04,-0.08282043,-0.30532262,0.13968174
1881-05,-0.096154496,-0.42452756,0.23221855
1881-06,-0.42006764,-0.7565547,-0.083580546
1881-07,-0.20129487,-0.48891076,0.08632104
1881-08,-0.19940844,-0.53956294,0.14074609
1881-09,-0.3216051,-0.61574715,-0.02746303
1881-10,-0.12118015,-0.36889747,0.12653716
1881-11,-0.15416427,-0.37583828,0.067509755
1881-12,-0.12748687,-0.33341488,0.07844114
1882-01,-0.14986187,-0.3313145,0.03159078
1882-02,-0.07020158,-0.25981432,0.11941114
1882-03,-0.11345181,-0.2988543,0.07195065
1882-04,-0.19818129,-0.42087168,0.024509089
1882-05,-0.23788807,-0.51640403,0.040627904
1882-06,-0.33787605,-0.6474163,-0.02833582
1882-07,-0.2650542,-0.54515827,0.015049863
1882-08,-0.24893703,-0.5846282,0.086754166
1882-09,-0.106013685,-0.3692199,0.15719254
1882-10,-0.22555768,-0.45832112,0.0072057755
1882-11,-0.23329581,-0.45685714,-0.009734469
1882-12,-0.4306533,-0.65475845,-0.20654817
1883-01,-0.17680871,-0.35336044,-0.00025701025
1883-02,-0.16894002,-0.34775752,0.009877458
1883-03,-0.13504094,-0.32681826,0.056736376
1883-04,-0.4470853,-0.6685369,-0.22563365
1883-05,-0.3016983,-0.5847944,-0.018602189
1883-06,-0.13852145,-0.44781724,0.17077434
1883-07,-0.21040492,-0.4749941,0.054184254
1883-08,-0.30325457,-0.6347427,0.028233532
1883-09,-0.31303573,-0.5736723,-0.05239916
1883-10,-0.3501621,-0.5846157,-0.11570849
1883-11,-0.17226073,-0.38382044,0.039298974
1883-12,-0.47341153,-0.662151,-0.2846721
1884-01,-0.35187295,-0.5366699,-0.16707598
1884-02,-0.1974462,-0.369974,-0.024918402
1884-03,-0.17817077,-0.37296695,0.016625402
1884-04,-0.2769531,-0.48536724,-0.06853894
1884-05,-0.48093775,-0.75868887,-0.20318665
1884-06,-0.4644471,-0.77407753,-0.15481673
1884-07,-0.53266275,-0.8010141,-0.2643113
1884-08,-0.2657294,-0.5940635,0.06260471
1884-09,-0.3243723,-0.58854586,-0.060198717
1884-10,-0.3710186,-0.6014445,-0.14059268
1884-11,-0.32677743,-0.5244951,-0.12905978
1884-12,-0.43175587,-0.6288989,-0.23461281
1885-01,-0.36590335,-0.5497032,-0.18210348
1885-02,-0.42591402,-0.6063753,-0.24545276
1885-03,-0.3871579,-0.5784888,-0.19582698
1885-04,-0.5690605,-0.78179324,-0.3563277
1885-05,-0.60605884,-0.88336873,-0.32874897
1885-06,-0.6465806,-0.9584473,-0.33471388
1885-07,-0.4731333,-0.7491023,-0.19716425
1885-08,-0.5364437,-0.86572456,-0.20716289
1885-09,-0.3535561,-0.6194913,-0.087620884
1885-10,-0.36763695,-0.60550755,-0.12976635
1885-11,-0.18794933,-0.3905805,0.014681852
1885-12,-0.2719319,-0.47016978,-0.07369401
1886-01,-0.3791553,-0.5584641,-0.19984652
1886-02,-0.28597683,-0.4590827,-0.11287093
1886-03,-0.309784,-0.48982129,-0.12974672
1886-04,-0.33453038,-0.5550184,-0.11404236
1886-05,-0.24523778,-0.5308307,0.040355105
1886-06,-0.53595,-0.8431027,-0.22879735
1886-07,-0.4545533,-0.7120996,-0.197007
1886-08,-0.52573615,-0.8621384,-0.18933386
1886-09,-0.39534882,-0.65552753,-0.1351701
1886-10,-0.42421162,-0.66045296,-0.18797027
1886-11,-0.36501163,-0.555998,-0.1740253
1886-12,-0.500595,-0.687145,-0.314045
1887-01,-0.46684083,-0.6403819,-0.29329976
1887-02,-0.5477449,-0.72241277,-0.37307715
1887-03,-0.46414465,-0.6501537,-0.2781356
1887-04,-0.48124278,-0.70067394,-0.2618116
1887-05,-0.6201076,-0.9233255,-0.3168896
1887-06,-0.6086583,-0.92261463,-0.29470202
1887-07,-0.4441736,-0.7104357,-0.17791153
1887-08,-0.38433105,-0.71627235,-0.052389774
1887-09,-0.48539767,-0.7473835,-0.22341184
1887-10,-0.47644636,-0.71310115,-0.23979159
1887-11,-0.48865652,-0.6814968,-0.29581627
1887-12,-0.57248527,-0.773734,-0.3712366
1888-01,-0.56672823,-0.7293433,-0.40411314
1888-02,-0.42023706,-0.57933205,-0.26114213
1888-03,-0.4961071,-0.67672896,-0.3154853
1888-04,-0.4049116,-0.6114882,-0.19833499
1888-05,-0.44663218,-0.7382269,-0.1550375
1888-06,-0.46615136,-0.7681712,-0.16413148
1888-07,-0.47962004,-0.7407415,-0.21849859
1888-08,-0.38837144,-0.716707,-0.060035907
1888-09,-0.3645996,-0.6231611,-0.10603809
1888-10,-0.22806217,-0.45782843,0.0017040907
1888-11,-0.23682614,-0.4315263,-0.04212597
1888-12,-0.13745561,-0.33044133,0.055530116
1889-01,-0.08149353,-0.25302872,0.09004165
1889-02,-0.04539522,-0.21705909,0.12626866
1889-03,-0.0037261231,-0.19614486,0.18869261
1889-04,-0.15288159,-0.37196815,0.06620495
1889-05,-0.15675457,-0.4515307,0.13802157
1889-06,-0.33721095,-0.648125,-0.02629694
1889-07,-0.36811557,-0.64496964,-0.091261506
1889-08,-0.400056,-0.72867197,-0.071440026
1889-09,-0.44635987,-0.7121799,-0.1805398
1889-10,-0.37701923,-0.6102555,-0.14378296
1889-11,-0.27575198,-0.4814385,-0.07006543
1889-12,-0.22713748,-0.45196447,-0.0023104823
1890-01,-0.39022928,-0.5640877,-0.21637088
1890-02,-0.4005999,-0.597148,-0.20405176
1890-03,-0.49156085,-0.69721013,-0.28591153
1890-04,-0.5045811,-0.7252058,-0.28395638
1890-05,-0.54755926,-0.8321979,-0.2629206
1890-06,-0.52603614,-0.8326156,-0.2194567
1890-07,-0.5434145,-0.82115674,-0.2656722
1890-08,-0.5121012,-0.85401475,-0.17018758
1890-09,-0.52377117,-0.79546267,-0.2520797
1890-10,-0.57837147,-0.8191882,-0.33755475
1890-11,-0.52959496,-0.7414844,-0.31770548
1890-12,-0.3327097,-0.53677756,-0.1286418
1891-01,-0.4784904,-0.65563416,-0.30134666
1891-02,-0.36886415,-0.5564883,-0.18124002
1891-03,-0.28138617,-0.49059916,-0.072173186
1891-04,-0.35043636,-0.5901368,-0.11073585
1891-05,-0.30404425,-0.60802805,-6.045234e-05
1891-06,-0.48324576,-0.78907937,-0.17741215
1891-07,-0.52247083,-0.80230033,-0.24264136
1891-08,-0.5061792,-0.8624419,-0.14991651
