Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1892-10,-0.3678628,-0.5541452,-0.18158038
1892-11,-0.9401143,-1.158553,-0.7216756
1892-12,-1.014204,-1.2757576,-0.75265056
1893-01,-1.5562713,-1.8170856,-1.295457
1893-02,-1.2315031,-1.4891063,-0.97389996
1893-03,-0.5531515,-0.8468321,-0.25947094
1893-04,-0.46585888,-0.68947965,-0.2422381
1893-05,-0.622161,-0.8302364,-0.4140855
1893-06,-0.2871985,-0.47007388,-0.10432316
1893-07,-0.119063616,-0.30995354,0.0718263
1893-08,-0.23537222,-0.42510232,-0.04564211
1893-09,-0.32216027,-0.5066887,-0.13763179
1893-10,-0.24784167,-0.431178,-0.06450533
1893-11,-0.42540827,-0.6656534,-0.18516311
1893-12,-0.6146928,-0.9027598,-0.3266258
1894-01,-0.8492126,-1.0999916,-0.5984335
1894-02,-0.43753546,-0.7061899,-0.16888106
1894-03,-0.48150444,-0.78288764,-0.18012123
1894-04,-0.46545583,-0.6979041,-0.2330076
1894-05,-0.36581805,-0.5645004,-0.16713575
1894-06,-0.52227247,-0.7048743,-0.33967066
1894-07,-0.20223442,-0.41283482,0.008365977
1894-08,-0.22620651,-0.4165197,-0.035893336
1894-09,-0.30119658,-0.4826571,-0.11973604
1894-10,-0.3066777,-0.49573192,-0.11762346
1894-11,-0.5488709,-0.76914674,-0.3285951
1894-12,-0.6041762,-0.8763593,-0.3319932
1895-01,-0.8798431,-1.135011,-0.6246753
1895-02,-0.8076843,-1.0820545,-0.53331417
1895-03,-0.7436899,-1.0658865,-0.42149332
1895-04,-0.35196024,-0.61832196,-0.08559856
